File Name,D:\我的库\desktop\81.txt
Start Date,29 五月 2016
Start Time,10:14:06

Sample #,X_GYRO (16 bit),Y_GYRO (16 bit),Z_GYRO (16  bit),X_ACCL (16  bit),Y_ACCL (16  bit),Z_ACCL (16  bit),X_MAGN (16 bit),Y_MAGN (16 bit),Z_MAGN (16 bit),ROLL _C23_OUT,PITCH_C31_OUT,YAW_C32_OUT
29551,0.2600,-0.2400,-0.1000,0.0048,-0.0808,0.9920,-18.3000,-315.8000,-253.1000,-4.3726,-0.2966,149.9655
29552,0.0000,0.1000,-0.1600,0.0040,-0.0816,0.9920,-18.3000,-315.8000,-253.1000,-4.3726,-0.2966,149.9655
29553,-0.0600,0.1600,-0.1400,0.0048,-0.0832,0.9928,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29554,-0.0200,0.2000,-0.1200,0.0024,-0.0800,0.9936,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29555,-0.1800,-0.2400,-0.0800,0.0016,-0.0808,0.9912,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29556,-0.1800,0.1000,-0.1600,0.0024,-0.0800,0.9920,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29557,-0.1800,0.2800,-0.1400,0.0024,-0.0800,0.9928,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29558,-0.0600,0.1200,0.0000,0.0024,-0.0832,0.9928,-17.2000,-314.6000,-252.7000,-4.3726,-0.2966,149.9655
29559,-0.1600,0.0400,0.0200,0.0024,-0.0816,0.9920,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29560,-0.1000,0.1600,-0.0400,0.0000,-0.0840,0.9928,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29561,-0.1600,0.1000,0.0000,0.0008,-0.0816,0.9920,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29562,0.0000,-0.1400,0.0000,0.0032,-0.0824,0.9936,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29563,-0.1600,-0.0800,-0.1600,0.0024,-0.0840,0.9928,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29564,-0.1000,-0.1800,0.1200,0.0048,-0.0824,0.9912,-17.2000,-314.6000,-252.6000,-4.3726,-0.2966,149.9655
29565,-0.1400,0.0800,-0.0800,0.0064,-0.0824,0.9928,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29566,0.0200,-0.1000,0.0000,0.0048,-0.0816,0.9920,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29567,-0.1400,0.1000,0.0800,0.0040,-0.0832,0.9920,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29568,0.0400,0.1200,-0.0400,0.0048,-0.0824,0.9936,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29569,0.0000,-0.1600,-0.0400,0.0064,-0.0816,0.9936,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29570,0.1000,-0.0800,0.1400,0.0064,-0.0856,0.9928,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29571,-0.0200,0.0600,-0.0800,0.0064,-0.0848,0.9904,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29572,0.0800,0.0000,-0.3600,0.0056,-0.0856,0.9888,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29573,-0.0600,-0.4600,-0.2800,0.0064,-0.0848,0.9904,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29574,0.1600,-0.2200,-0.1200,0.0064,-0.0832,0.9920,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29575,0.1000,-0.0200,-0.1400,0.0040,-0.0816,0.9920,-18.0000,-316.6000,-252.6000,-4.3726,-0.2966,149.9655
29576,-0.0800,0.3200,-0.2800,0.0032,-0.0824,0.9920,-17.9000,-315.8000,-252.6000,-4.3726,-0.2966,149.9655
29577,0.0600,0.0600,-0.3800,0.0040,-0.0816,0.9936,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9655
29578,0.0000,0.0600,-0.3600,0.0016,-0.0824,0.9936,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9655
29579,-0.0400,0.0000,-0.1800,0.0008,-0.0808,0.9920,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9655
29580,-0.0800,0.1000,-0.2000,0.0024,-0.0816,0.9944,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29581,-0.0400,-0.1200,-0.2200,0.0024,-0.0832,0.9944,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29582,-0.1000,-0.0800,-0.1800,0.0048,-0.0832,0.9936,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29583,0.0400,0.2600,-0.2200,0.0008,-0.0832,0.9928,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29584,0.0800,-0.0400,-0.2400,0.0000,-0.0800,0.9920,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29585,0.0000,-0.0200,-0.2200,0.0024,-0.0808,0.9928,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29586,-0.0200,-0.0600,-0.0200,0.0016,-0.0808,0.9928,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29587,0.0600,-0.1400,-0.1600,0.0016,-0.0808,0.9928,-17.8000,-315.1000,-252.6000,-4.3726,-0.2966,149.9600
29588,0.0000,-0.1000,-0.0800,0.0024,-0.0808,0.9904,-17.7000,-315.6000,-252.6000,-4.3726,-0.2966,149.9600
29589,-0.2000,0.1400,-0.2000,0.0032,-0.0824,0.9920,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29590,-0.3000,0.1000,-0.1000,0.0040,-0.0832,0.9928,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29591,-0.0400,-0.0200,-0.0800,0.0040,-0.0840,0.9912,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29592,0.0000,-0.3000,-0.2800,0.0048,-0.0840,0.9904,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29593,-0.1800,-0.1000,-0.0800,0.0048,-0.0840,0.9928,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29594,-0.1600,-0.0800,-0.3200,0.0064,-0.0840,0.9912,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29595,0.0600,-0.1200,-0.0600,0.0080,-0.0824,0.9904,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29596,0.1600,-0.1600,-0.0200,0.0072,-0.0840,0.9904,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29597,0.1200,-0.2400,-0.1000,0.0072,-0.0840,0.9904,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29598,0.1000,0.1000,-0.3400,0.0048,-0.0848,0.9904,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29599,0.2000,0.2200,-0.2800,0.0048,-0.0840,0.9912,-17.6000,-316.1000,-252.6000,-4.3726,-0.2966,149.9600
29600,0.0200,0.2200,-0.2400,0.0024,-0.0824,0.9880,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29601,0.1600,0.1200,-0.0400,0.0024,-0.0816,0.9904,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29602,0.1800,-0.1200,-0.0800,0.0032,-0.0824,0.9896,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29603,0.3800,0.1800,-0.0200,0.0032,-0.0816,0.9880,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29604,0.3400,0.2200,-0.1400,0.0040,-0.0808,0.9896,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29605,0.0800,0.2400,-0.0800,0.0024,-0.0816,0.9904,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29606,-0.0400,-0.1000,-0.2600,0.0016,-0.0816,0.9904,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29607,0.0600,0.0800,-0.4000,0.0016,-0.0808,0.9944,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29608,0.0200,0.0800,-0.1600,0.0024,-0.0808,0.9928,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29609,0.1400,-0.0200,-0.1600,0.0008,-0.0816,0.9912,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29610,0.0400,-0.0400,-0.1400,0.0024,-0.0816,0.9912,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29611,-0.0800,0.1400,-0.2400,0.0016,-0.0816,0.9904,-17.8000,-316.2000,-252.9000,-4.3726,-0.2966,149.9600
29612,-0.0400,-0.2400,-0.2400,0.0024,-0.0816,0.9896,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29613,-0.1400,-0.1600,-0.1600,0.0040,-0.0808,0.9920,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29614,-0.0400,-0.1000,-0.1200,0.0048,-0.0832,0.9920,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29615,-0.2400,0.0800,-0.3200,0.0056,-0.0848,0.9928,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29616,-0.2200,0.2000,-0.0400,0.0056,-0.0832,0.9928,-17.6000,-316.2000,-252.4000,-4.3726,-0.2966,149.9600
29617,-0.1000,-0.0800,-0.2000,0.0048,-0.0832,0.9920,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29618,0.1000,-0.0600,-0.1800,0.0048,-0.0832,0.9920,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29619,0.0800,-0.1200,-0.1200,0.0032,-0.0832,0.9896,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29620,0.2000,-0.2000,-0.2000,0.0056,-0.0832,0.9928,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9600
29621,0.0200,-0.0200,-0.1400,0.0064,-0.0840,0.9928,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9545
29622,-0.1200,0.0600,0.0000,0.0056,-0.0832,0.9896,-17.6000,-316.3000,-252.4000,-4.3726,-0.2966,149.9545
29623,-0.0600,0.0800,-0.0600,0.0080,-0.0832,0.9872,-17.6000,-316.2000,-252.6000,-4.3726,-0.2966,149.9545
29624,0.0000,-0.0200,0.0000,0.0064,-0.0832,0.9904,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29625,-0.0400,-0.2800,0.0800,0.0024,-0.0848,0.9912,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29626,0.0600,-0.1200,-0.1000,0.0048,-0.0840,0.9928,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29627,0.1200,-0.0400,-0.1800,0.0048,-0.0832,0.9912,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29628,0.1400,0.2200,-0.1800,0.0024,-0.0824,0.9912,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29629,0.1200,-0.1000,-0.1400,0.0024,-0.0832,0.9928,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29630,0.0800,0.0000,-0.2000,0.0024,-0.0808,0.9920,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29631,0.0000,0.0200,-0.2600,0.0040,-0.0816,0.9896,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29632,0.2000,0.2800,-0.1600,0.0048,-0.0792,0.9912,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29633,0.1000,-0.0800,-0.2200,0.0032,-0.0792,0.9920,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29634,0.0200,-0.3200,-0.2600,0.0032,-0.0800,0.9920,-17.6000,-316.1000,-252.8000,-4.3726,-0.2966,149.9545
29635,-0.1200,0.0200,-0.1200,0.0024,-0.0816,0.9912,-17.5000,-315.5000,-252.7000,-4.3726,-0.2966,149.9545
29636,0.0000,-0.0800,-0.0400,0.0040,-0.0832,0.9912,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29637,0.2200,0.0200,-0.1200,0.0032,-0.0840,0.9928,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29638,0.0000,-0.1200,-0.0800,0.0016,-0.0816,0.9928,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29639,-0.1600,-0.1800,-0.3000,0.0016,-0.0832,0.9936,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29640,0.0000,-0.0600,-0.2200,0.0040,-0.0832,0.9928,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29641,-0.2200,-0.3000,-0.1200,0.0040,-0.0824,0.9904,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29642,-0.2400,-0.2000,-0.2400,0.0048,-0.0824,0.9904,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29643,-0.1800,0.0000,-0.0800,0.0040,-0.0832,0.9904,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29644,-0.0200,0.0800,-0.0600,0.0048,-0.0832,0.9928,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29645,-0.0600,-0.1200,-0.1000,0.0064,-0.0824,0.9912,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29646,0.0400,-0.0600,-0.1600,0.0056,-0.0832,0.9904,-17.5000,-314.8000,-252.6000,-4.3726,-0.2966,149.9545
29647,0.0600,0.1000,0.0000,0.0064,-0.0808,0.9896,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29648,0.2000,0.1800,-0.0400,0.0032,-0.0816,0.9888,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29649,0.1000,-0.1400,-0.3000,0.0048,-0.0808,0.9880,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29650,0.0800,-0.1200,-0.2400,0.0032,-0.0808,0.9880,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29651,0.0800,-0.0200,-0.3000,0.0040,-0.0816,0.9872,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29652,0.1600,0.1200,-0.2800,0.0040,-0.0832,0.9864,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29653,-0.1000,0.1400,-0.1400,0.0040,-0.0840,0.9856,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29654,-0.1200,0.0200,-0.1800,0.0064,-0.0824,0.9904,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29655,-0.2800,0.0800,-0.2000,0.0024,-0.0840,0.9912,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29656,0.1000,0.1800,-0.4000,0.0048,-0.0832,0.9912,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29657,-0.1200,0.1600,-0.3400,0.0032,-0.0824,0.9920,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29658,0.1200,-0.0600,-0.3400,0.0032,-0.0832,0.9928,-18.3000,-317.0000,-252.5000,-4.3726,-0.2966,149.9545
29659,0.1600,-0.0800,-0.0800,0.0032,-0.0824,0.9952,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9545
29660,-0.1400,-0.0600,-0.2800,0.0048,-0.0832,0.9976,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9545
29661,0.0000,-0.1000,-0.2600,0.0048,-0.0864,0.9984,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9545
29662,-0.1600,-0.2200,-0.1600,0.0040,-0.0864,0.9968,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9545
29663,-0.1800,-0.0400,-0.3400,0.0040,-0.0880,0.9984,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29664,-0.0600,-0.1400,-0.1800,0.0048,-0.0888,0.9992,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29665,-0.1400,0.1400,-0.3600,0.0032,-0.0872,0.9976,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29666,0.0200,-0.0200,-0.2600,0.0024,-0.0880,0.9992,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29667,0.2000,-0.0800,-0.2000,0.0024,-0.0864,0.9992,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29668,0.0200,-0.2400,0.1000,0.0040,-0.0864,0.9992,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29669,0.3200,0.0200,0.0400,0.0032,-0.0864,1.0000,-17.7000,-316.3000,-252.2000,-4.3726,-0.2966,149.9490
29670,0.4200,-0.1400,-0.3000,0.0048,-0.0848,1.0000,-17.9000,-316.1000,-252.3000,-4.3726,-0.2966,149.9490
29671,0.2800,-0.0600,-0.2600,0.0040,-0.0856,0.9984,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29672,0.1000,-0.0600,-0.1000,0.0024,-0.0840,0.9944,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29673,0.2000,0.1600,-0.1200,0.0024,-0.0832,0.9936,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29674,0.3200,0.1000,-0.2600,0.0032,-0.0816,0.9920,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29675,0.3400,0.0200,-0.1200,0.0032,-0.0800,0.9880,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29676,0.2200,-0.1000,-0.3400,0.0040,-0.0792,0.9880,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29677,0.6200,0.1800,-0.0600,0.0040,-0.0784,0.9864,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29678,0.4800,0.0400,0.0800,0.0048,-0.0800,0.9872,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29679,0.5800,0.1600,-0.0800,0.0032,-0.0800,0.9864,-18.0000,-316.0000,-252.4000,-4.3726,-0.2966,149.9490
29680,0.2800,0.1400,0.0600,0.0032,-0.0784,0.9848,-18.0000,-316.0000,-252.4000,-4.3671,-0.2966,149.9490
29681,0.2000,0.1200,-0.0200,0.0040,-0.0784,0.9848,-18.0000,-316.0000,-252.4000,-4.3671,-0.2966,149.9490
29682,0.2400,0.0400,0.0800,0.0024,-0.0768,0.9840,-17.8000,-315.8000,-252.7000,-4.3671,-0.2966,149.9490
29683,0.2800,0.1400,-0.0400,0.0048,-0.0768,0.9808,-17.6000,-315.6000,-252.9000,-4.3671,-0.2966,149.9490
29684,0.1200,0.0400,-0.3000,0.0032,-0.0784,0.9816,-17.6000,-315.6000,-252.9000,-4.3671,-0.2966,149.9490
29685,-0.1600,-0.0400,-0.2200,0.0016,-0.0808,0.9848,-17.6000,-315.6000,-252.9000,-4.3671,-0.2966,149.9490
29686,-0.1600,-0.0400,-0.0400,0.0024,-0.0784,0.9856,-17.6000,-315.6000,-252.9000,-4.3671,-0.2966,149.9490
29687,-0.3400,0.0000,0.1600,0.0048,-0.0800,0.9872,-17.6000,-315.6000,-252.9000,-4.3671,-0.2966,149.9490
29688,-0.1200,-0.1200,0.0600,0.0056,-0.0808,0.9904,-17.6000,-315.6000,-252.9000,-4.3671,-0.2966,149.9490
29689,-0.2200,-0.2200,-0.2000,0.0056,-0.0800,0.9904,-17.6000,-315.6000,-252.9000,-4.3726,-0.2966,149.9490
29690,-0.1400,0.0200,-0.1200,0.0048,-0.0824,0.9920,-17.6000,-315.6000,-252.9000,-4.3726,-0.2966,149.9490
29691,-0.4000,-0.0800,-0.1200,0.0048,-0.0816,0.9936,-17.6000,-315.6000,-252.9000,-4.3726,-0.2966,149.9490
29692,-0.3000,-0.2200,-0.2200,0.0056,-0.0864,0.9952,-17.6000,-315.6000,-252.9000,-4.3726,-0.2966,149.9490
29693,-0.3200,-0.0400,-0.3000,0.0040,-0.0840,0.9944,-17.6000,-315.6000,-252.9000,-4.3726,-0.2966,149.9490
29694,-0.2400,-0.2200,0.0000,0.0024,-0.0856,0.9920,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29695,-0.5600,-0.1600,-0.0800,0.0032,-0.0848,0.9936,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29696,-0.2400,0.0400,-0.2000,0.0040,-0.0848,0.9944,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29697,-0.0400,0.2400,-0.1400,0.0032,-0.0856,0.9928,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29698,-0.1800,0.1200,-0.1000,0.0064,-0.0840,0.9936,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29699,0.1000,-0.0400,-0.1000,0.0048,-0.0840,0.9936,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29700,-0.0400,-0.0600,-0.0600,0.0064,-0.0840,0.9944,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29701,-0.0600,-0.0800,-0.1800,0.0016,-0.0840,0.9936,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29702,0.2200,0.0800,0.1000,0.0016,-0.0832,0.9920,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29703,0.2200,0.0800,-0.2200,0.0064,-0.0832,0.9920,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29704,0.2400,0.2000,-0.2200,0.0032,-0.0848,0.9936,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29705,0.3000,0.3200,-0.0600,0.0016,-0.0824,0.9920,-17.4000,-315.5000,-252.4000,-4.3726,-0.2966,149.9490
29706,0.0000,0.2000,0.0400,0.0056,-0.0816,0.9912,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29707,-0.0800,0.1400,-0.1800,0.0024,-0.0808,0.9912,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29708,-0.1200,-0.0800,-0.0600,0.0024,-0.0800,0.9888,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29709,-0.0400,0.1200,-0.2200,0.0024,-0.0800,0.9920,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29710,-0.0600,-0.0600,-0.0600,0.0040,-0.0808,0.9928,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29711,0.0200,-0.1000,-0.1600,0.0040,-0.0816,0.9896,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29712,0.0000,0.0200,-0.3000,0.0024,-0.0808,0.9896,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29713,-0.0400,-0.0800,-0.2200,0.0040,-0.0816,0.9896,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29714,-0.2600,0.0200,-0.3600,0.0032,-0.0808,0.9912,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29715,-0.2400,-0.1400,-0.1200,0.0048,-0.0848,0.9920,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29716,-0.4600,-0.3200,-0.2000,0.0040,-0.0824,0.9904,-17.7000,-315.3000,-253.3000,-4.3726,-0.2966,149.9490
29717,-0.3600,-0.1800,-0.0600,0.0048,-0.0832,0.9864,-17.7000,-315.8000,-253.0000,-4.3726,-0.2966,149.9490
29718,-0.0800,-0.1800,-0.3000,0.0080,-0.0832,0.9880,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29719,-0.2800,-0.1400,-0.1000,0.0056,-0.0848,0.9912,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29720,-0.3600,-0.0200,-0.0600,0.0040,-0.0840,0.9912,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29721,-0.1600,-0.0200,0.0600,0.0072,-0.0840,0.9928,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29722,-0.2800,-0.1600,-0.1800,0.0048,-0.0816,0.9944,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29723,-0.1000,-0.1000,0.0800,0.0056,-0.0816,0.9920,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29724,-0.1000,0.1000,-0.3200,0.0048,-0.0816,0.9944,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29725,0.0400,0.0200,-0.1600,0.0048,-0.0840,0.9928,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29726,-0.0400,0.1000,0.1000,0.0032,-0.0832,0.9952,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29727,0.0600,0.0000,-0.1600,0.0016,-0.0856,0.9944,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29728,-0.0200,0.1200,-0.3200,0.0016,-0.0840,0.9936,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29729,-0.1000,0.1200,-0.1800,0.0032,-0.0832,0.9960,-17.7000,-316.3000,-252.6000,-4.3726,-0.2966,149.9435
29730,0.0800,-0.0200,-0.0800,0.0024,-0.0856,0.9960,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29731,0.0000,0.0400,-0.0800,0.0016,-0.0816,0.9952,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29732,0.1000,0.0400,-0.0600,0.0024,-0.0816,0.9952,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29733,0.4600,0.0200,-0.0600,0.0024,-0.0808,0.9920,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29734,0.2200,0.0200,-0.1600,0.0040,-0.0832,0.9936,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29735,0.1400,0.0800,-0.2400,0.0040,-0.0848,0.9920,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29736,0.0800,0.0000,-0.1800,0.0032,-0.0824,0.9896,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29737,-0.1400,0.1000,-0.1400,0.0032,-0.0800,0.9904,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29738,-0.0200,0.0800,-0.1400,0.0032,-0.0824,0.9912,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29739,0.0200,-0.1400,-0.0600,0.0032,-0.0808,0.9928,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29740,-0.0400,-0.0600,0.0600,0.0040,-0.0832,0.9920,-17.8000,-316.2000,-252.7000,-4.3726,-0.2966,149.9435
29741,-0.3000,-0.0400,0.0200,0.0040,-0.0840,0.9896,-17.9000,-315.8000,-252.8000,-4.3726,-0.2966,149.9435
29742,-0.2000,-0.2000,-0.1400,0.0032,-0.0832,0.9912,-17.9000,-315.8000,-252.8000,-4.3726,-0.2966,149.9435
29743,-0.0200,-0.1800,-0.1800,0.0056,-0.0848,0.9912,-17.9000,-315.8000,-252.8000,-4.3726,-0.2966,149.9435
29744,-0.3400,-0.1200,-0.1800,0.0040,-0.0832,0.9888,-17.9000,-315.8000,-252.8000,-4.3726,-0.2966,149.9435
