File Name,D:\我的库\desktop\81.txt
Start Date,29 五月 2016
Start Time,10:14:06

Sample #,X_GYRO (16 bit),Y_GYRO (16 bit),Z_GYRO (16  bit),X_ACCL (16  bit),Y_ACCL (16  bit),Z_ACCL (16  bit),X_MAGN (16 bit),Y_MAGN (16 bit),Z_MAGN (16 bit),ROLL _C23_OUT,PITCH_C31_OUT,YAW_C32_OUT
9674,0.2000,0.2200,-5.0400,0.0104,0.0016,1.0216,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7731
9675,0.1200,0.4400,-4.9400,0.0064,-0.0048,0.9888,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7676
9676,-0.0200,0.1200,-4.8600,0.0072,-0.0168,0.9704,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7676
9677,-0.0600,0.0000,-4.8400,0.0056,-0.0264,0.9904,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7621
9678,-0.2400,-0.1000,-5.0400,0.0048,-0.0168,1.0144,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7566
9679,0.0800,-0.2200,-4.9600,0.0040,-0.0056,1.0240,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7511
9680,0.1400,-0.1800,-4.9200,0.0032,0.0040,1.0104,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7511
9681,0.1200,0.0600,-5.0800,0.0032,-0.0008,0.9856,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7456
9682,0.0000,0.0600,-5.1000,0.0016,-0.0024,0.9768,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7401
9683,-0.1200,-0.1600,-4.9000,0.0000,0.0008,0.9864,226.2000,-155.6000,-197.1000,0.1209,0.2582,78.7346
9684,-0.3000,-0.1800,-4.7000,-0.0056,0.0112,0.9992,225.3000,-154.9000,-197.9000,0.1209,0.2582,78.7346
9685,-0.2000,0.1800,-4.6200,-0.0016,0.0144,1.0048,225.3000,-154.9000,-197.9000,0.1209,0.2582,78.7291
9686,0.0400,0.2400,-4.5600,0.0024,0.0024,0.9952,225.3000,-154.9000,-197.9000,0.1209,0.2582,78.7236
9687,0.1000,0.3000,-4.2200,0.0048,-0.0144,0.9864,225.3000,-154.9000,-197.9000,0.1209,0.2582,78.7236
9688,0.0000,0.1000,-4.2800,0.0040,-0.0176,0.9840,225.3000,-154.9000,-197.9000,0.1209,0.2582,78.7181
9689,0.0600,0.1400,-4.3200,0.0064,-0.0184,0.9872,225.3000,-154.9000,-197.9000,0.1209,0.2582,78.7126
9690,-0.1800,0.2400,-4.5400,0.0088,-0.0216,0.9968,225.3000,-154.9000,-197.9000,0.1154,0.2582,78.7126
9691,-0.1000,0.0600,-4.5200,0.0056,-0.0224,1.0024,225.3000,-154.9000,-197.9000,0.1154,0.2582,78.7071
9692,0.2600,-0.1200,-4.5800,0.0040,-0.0256,0.9992,225.3000,-154.9000,-197.9000,0.1154,0.2582,78.7016
9693,0.1200,0.1800,-5.1600,0.0064,-0.0392,0.9912,225.3000,-154.9000,-197.9000,0.1154,0.2582,78.7016
9694,-0.0800,0.2400,-5.4600,0.0088,-0.0496,0.9888,225.3000,-154.9000,-197.9000,0.1154,0.2582,78.6962
9695,-0.2800,0.2200,-5.7800,0.0056,-0.0440,0.9976,225.6000,-155.6000,-197.2000,0.1154,0.2582,78.6907
9696,0.1200,0.0600,-6.1200,0.0032,-0.0336,0.9976,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6852
9697,0.4200,0.0600,-6.5800,0.0048,-0.0184,0.9928,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6797
9698,0.4000,-0.3200,-6.8600,0.0064,-0.0112,0.9824,225.9000,-156.3000,-196.5000,0.1209,0.2582,78.6742
9699,0.1600,0.1200,-7.3000,0.0000,-0.0096,0.9800,225.9000,-156.3000,-196.5000,0.1209,0.2582,78.6687
9700,-0.1800,0.0000,-7.4600,-0.0032,-0.0144,0.9896,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6632
9701,-0.3200,0.2000,-7.7800,-0.0072,-0.0240,0.9984,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6577
9702,0.1400,-0.0600,-8.3800,-0.0016,-0.0336,0.9992,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6522
9703,0.2400,0.1600,-8.8200,-0.0040,-0.0400,0.9968,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6412
9704,0.3800,0.2800,-9.5000,-0.0032,-0.0512,0.9936,226.0000,-156.3000,-196.5000,0.1154,0.2582,78.6357
9705,0.1400,0.0200,-9.9800,0.0024,-0.0560,0.9928,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6247
9706,0.0000,-0.2600,-10.4600,0.0016,-0.0616,0.9976,225.9000,-156.3000,-196.5000,0.1154,0.2582,78.6193
9707,0.3000,-0.3000,-11.1600,-0.0064,-0.0584,1.0024,225.6000,-155.5000,-197.1000,0.1154,0.2582,78.6083
9708,0.1200,-0.0200,-11.7400,-0.0104,-0.0472,0.9992,225.3000,-154.7000,-197.7000,0.1154,0.2582,78.5973
9709,0.2400,-0.0600,-12.3400,-0.0296,-0.0256,0.9968,225.3000,-154.7000,-197.7000,0.1154,0.2582,78.5918
9710,0.3200,-0.1000,-12.5200,-0.0232,-0.0296,0.9880,225.3000,-154.7000,-197.7000,0.1209,0.2582,78.5808
9711,0.0000,-0.0600,-12.5600,-0.0200,-0.0376,0.9888,225.3000,-154.7000,-197.7000,0.1209,0.2582,78.5698
9712,-0.1000,-0.0800,-13.0400,-0.0120,-0.0240,0.9976,225.3000,-154.7000,-197.7000,0.1154,0.2582,78.5588
9713,0.1200,0.0000,-13.2800,-0.0144,-0.0024,1.0000,225.3000,-154.7000,-197.7000,0.1154,0.2582,78.5478
9714,0.3200,0.0200,-13.3600,-0.0160,0.0288,0.9992,225.3000,-154.7000,-197.7000,0.1209,0.2637,78.5369
9715,0.3200,0.1200,-13.1000,-0.0096,0.0248,0.9832,225.3000,-154.7000,-197.7000,0.1209,0.2637,78.5259
9716,0.1000,0.4000,-13.1600,-0.0056,0.0016,0.9872,225.3000,-154.7000,-197.7000,0.1209,0.2637,78.5149
9717,0.0400,-0.1000,-13.4400,0.0048,-0.0120,0.9944,225.3000,-154.7000,-197.7000,0.1209,0.2637,78.5039
9718,0.1000,-0.1800,-13.6400,0.0120,-0.0232,1.0024,225.3000,-154.7000,-197.7000,0.1209,0.2637,78.4929
9719,0.5600,-0.0200,-13.8400,0.0184,-0.0248,1.0088,226.6000,-154.3000,-196.9000,0.1209,0.2637,78.4819
9720,0.4400,0.0000,-14.3200,0.0216,-0.0176,0.9976,226.6000,-154.3000,-196.9000,0.1209,0.2637,78.4709
9721,0.2200,0.0000,-14.4400,0.0176,-0.0096,0.9920,226.6000,-154.3000,-196.9000,0.1209,0.2637,78.4599
9722,0.3200,0.0200,-14.9200,0.0192,-0.0208,0.9824,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.4490
9723,0.1400,0.0800,-15.1800,0.0200,-0.0368,0.9872,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.4325
9724,0.4400,-0.0400,-15.7400,0.0256,-0.0488,1.0024,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.4215
9725,0.4000,-0.0200,-16.2400,0.0280,-0.0504,1.0072,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.4105
9726,0.4000,-0.0200,-16.4600,0.0144,-0.0256,1.0048,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.3940
9727,0.4400,0.1400,-16.6200,0.0040,-0.0144,0.9896,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.3830
9728,0.2600,0.2200,-16.6400,-0.0016,-0.0072,0.9872,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.3666
9729,0.0600,-0.1600,-16.8000,-0.0032,-0.0176,0.9888,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.3556
9730,0.4000,-0.0400,-16.9000,-0.0040,-0.0088,0.9992,226.6000,-154.3000,-196.9000,0.1209,0.2582,78.3391
9731,0.1400,-0.1000,-17.0000,0.0064,-0.0216,0.9984,226.3000,-154.5000,-197.3000,0.1209,0.2582,78.3281
9732,0.2600,0.1200,-17.4400,0.0000,-0.0264,0.9992,226.3000,-154.5000,-197.3000,0.1209,0.2582,78.3116
9733,0.3600,-0.0200,-17.3800,-0.0016,-0.0400,0.9984,226.3000,-154.5000,-197.3000,0.1209,0.2582,78.3006
9734,0.1000,0.0400,-17.5400,-0.0120,-0.0480,0.9944,226.3000,-154.5000,-197.3000,0.1209,0.2582,78.2842
9735,0.1800,0.0800,-17.7600,-0.0112,-0.0544,0.9960,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.2732
9736,0.4400,0.1800,-18.3600,-0.0048,-0.0520,0.9984,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.2567
9737,0.3600,0.2600,-18.5000,0.0136,-0.0784,0.9952,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.2402
9738,0.1800,0.4000,-19.1200,0.0072,-0.0928,1.0032,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.2237
9739,0.1600,0.1000,-19.9400,0.0032,-0.0960,0.9976,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.2073
9740,0.3600,0.0600,-20.6000,-0.0056,-0.0800,0.9968,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.1908
9741,0.6200,0.1000,-21.0000,-0.0064,-0.0584,1.0008,226.3000,-154.5000,-197.3000,0.1209,0.2637,78.1743
9742,0.4600,0.0400,-21.3600,0.0000,-0.0648,0.9864,226.9000,-154.1000,-197.4000,0.1209,0.2637,78.1578
9743,-0.0200,0.0400,-21.7600,0.0216,-0.0720,0.9872,227.5000,-153.8000,-197.6000,0.1209,0.2637,78.1413
9744,0.3000,-0.0200,-22.4200,0.0576,-0.0896,0.9808,227.5000,-153.8000,-197.6000,0.1209,0.2637,78.1194
9745,0.5400,0.0200,-22.7800,0.0648,-0.0688,1.0000,227.5000,-153.8000,-197.6000,0.1209,0.2637,78.1029
9746,0.7600,-0.2600,-23.9200,0.0440,-0.0288,1.0000,227.5000,-153.8000,-197.6000,0.1209,0.2582,78.0809
9747,0.5600,0.2600,-24.1200,0.0048,0.0336,1.0096,227.5000,-153.8000,-197.6000,0.1209,0.2582,78.0644
9748,0.6600,0.4000,-24.0000,-0.0056,0.0600,0.9976,227.5000,-153.8000,-197.6000,0.1209,0.2637,78.0425
9749,0.7400,0.2600,-23.9200,-0.0312,0.0832,0.9848,227.5000,-153.8000,-197.6000,0.1209,0.2637,78.0260
9750,0.6800,0.1600,-23.2400,-0.0288,0.0944,0.9936,227.5000,-153.8000,-197.6000,0.1263,0.2637,78.0040
9751,0.7600,-0.0600,-22.4400,-0.0400,0.1056,1.0008,227.5000,-153.8000,-197.6000,0.1263,0.2637,77.9875
9752,0.8000,0.1400,-22.0400,-0.0440,0.1144,1.0056,227.5000,-153.8000,-197.6000,0.1263,0.2637,77.9710
9753,0.5600,0.2000,-21.1800,-0.0432,0.1264,1.0024,227.5000,-153.8000,-197.6000,0.1263,0.2637,77.9546
9754,0.6400,0.4000,-20.4200,-0.0416,0.1016,0.9880,227.6000,-153.3000,-197.3000,0.1263,0.2637,77.9381
9755,0.4800,0.3200,-19.8400,-0.0248,0.0592,0.9776,227.7000,-152.8000,-197.0000,0.1263,0.2637,77.9216
9756,0.3200,0.1000,-19.3800,-0.0160,0.0384,0.9848,227.7000,-152.8000,-197.0000,0.1263,0.2637,77.9051
9757,0.5600,-0.0400,-19.5200,-0.0208,0.0336,1.0104,227.7000,-152.8000,-197.0000,0.1263,0.2637,77.8886
9758,0.4000,0.0800,-19.2800,-0.0336,0.0448,1.0112,227.7000,-152.8000,-197.0000,0.1263,0.2637,77.8722
9759,0.6200,0.3800,-18.9800,-0.0416,0.0464,1.0016,227.7000,-152.8000,-197.0000,0.1263,0.2637,77.8612
9760,0.5800,0.1800,-18.8200,-0.0464,0.0224,0.9800,227.7000,-152.8000,-197.0000,0.1318,0.2637,77.8447
9761,0.7400,-0.0400,-18.3600,-0.0472,0.0320,0.9696,227.7000,-152.8000,-197.0000,0.1318,0.2692,77.8282
9762,0.5000,0.0400,-18.1000,-0.0400,0.0408,0.9976,227.7000,-152.8000,-197.0000,0.1318,0.2692,77.8117
9763,0.4200,-0.1200,-17.7600,-0.0256,0.0576,1.0112,227.7000,-152.8000,-197.0000,0.1318,0.2692,77.8008
9764,0.3200,0.3600,-17.3200,-0.0184,0.0640,0.9960,227.7000,-152.8000,-197.0000,0.1318,0.2692,77.7843
9765,0.2200,0.6000,-17.1200,-0.0304,0.0480,1.0048,227.7000,-152.8000,-197.0000,0.1318,0.2692,77.7733
9766,0.6200,-0.1400,-16.8600,-0.0264,0.0432,0.9856,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.7568
9767,0.3600,0.0200,-16.6400,-0.0224,0.0248,0.9792,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.7458
9768,-0.0800,0.2200,-16.5000,-0.0096,-0.0096,0.9992,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.7293
9769,-0.2600,-0.1200,-16.2400,-0.0040,-0.0320,0.9968,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.7184
9770,0.0000,0.0600,-16.5200,-0.0008,-0.0336,1.0120,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.7074
9771,0.7200,-0.1200,-16.5600,0.0144,-0.0152,1.0088,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6909
9772,0.5800,-0.0600,-16.4400,0.0248,-0.0272,0.9808,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6799
9773,-0.1800,0.1800,-16.8600,0.0392,-0.0672,0.9696,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6634
9774,-0.2800,0.3400,-17.4200,0.0344,-0.0696,0.9888,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6524
9775,0.1400,-0.0800,-17.7200,0.0248,-0.0496,1.0064,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6360
9776,0.4800,0.0400,-17.7400,0.0288,-0.0368,1.0160,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6195
9777,0.6000,0.4400,-18.0600,0.0248,-0.0232,1.0128,227.9000,-152.5000,-197.7000,0.1318,0.2692,77.6085
9778,0.4800,0.2000,-18.2200,0.0096,-0.0184,0.9920,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.5920
9779,0.3600,0.3400,-18.5600,-0.0032,-0.0264,0.9728,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.5755
9780,0.1400,0.0800,-18.9600,-0.0056,-0.0328,0.9816,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.5591
9781,-0.1200,-0.2400,-19.2200,0.0016,-0.0416,1.0008,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.5481
9782,-0.0800,-0.1000,-19.4600,0.0056,-0.0520,1.0184,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.5316
9783,0.3200,0.0400,-19.7800,0.0080,-0.0608,1.0112,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.5151
9784,0.3600,0.0400,-19.9200,0.0144,-0.0816,0.9784,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.4986
9785,-0.0400,0.0600,-20.4600,0.0224,-0.1184,0.9784,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.4822
9786,-0.1800,-0.1400,-20.7800,0.0304,-0.1240,0.9872,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.4657
9787,-0.0200,-0.2000,-21.4200,0.0336,-0.1216,1.0008,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.4437
9788,0.2800,-0.0400,-21.5200,0.0360,-0.1080,1.0152,229.1000,-151.3000,-197.4000,0.1318,0.2692,77.4272
9789,0.5000,0.2000,-22.2200,0.0304,-0.0896,0.9928,229.2000,-151.2000,-197.4000,0.1318,0.2692,77.4107
9790,0.3800,0.3000,-22.7200,0.0152,-0.0672,0.9896,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.3943
9791,0.6400,0.2400,-22.8000,0.0048,-0.0432,0.9920,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.3723
9792,0.2200,0.0800,-22.6400,-0.0048,-0.0088,0.9952,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.3558
9793,0.2200,0.2000,-22.7000,-0.0048,0.0208,1.0056,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.3393
9794,0.3800,-0.2400,-22.4400,-0.0080,0.0560,1.0104,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.3174
9795,0.6800,-0.1200,-22.1400,-0.0112,0.0696,0.9936,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.3009
9796,0.5400,0.2600,-22.0600,-0.0128,0.0744,0.9856,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.2844
9797,0.4000,0.1000,-21.7000,-0.0112,0.0624,0.9872,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.2679
9798,0.1400,0.1000,-21.3400,-0.0008,0.0392,0.9912,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.2459
9799,0.3600,0.1600,-21.3000,0.0072,0.0272,1.0120,229.4000,-151.1000,-197.4000,0.1318,0.2692,77.2295
9800,0.6800,0.0200,-21.2600,-0.0104,0.0448,1.0064,229.4000,-151.1000,-197.4000,0.1373,0.2692,77.2130
9801,0.7800,0.1600,-21.1400,-0.0248,0.0536,0.9976,229.9000,-151.3000,-197.3000,0.1373,0.2692,77.1965
9802,0.8000,0.1400,-20.7200,-0.0336,0.0592,0.9936,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.1800
9803,0.5400,-0.0400,-20.1200,-0.0104,0.0320,0.9792,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.1635
9804,0.3200,-0.2200,-19.9200,-0.0056,-0.0024,0.9848,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.1471
9805,0.0200,0.0800,-19.6800,0.0208,-0.0416,0.9912,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.1306
9806,0.3000,-0.0400,-20.2800,0.0256,-0.0520,1.0024,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.1141
9807,0.3400,-0.2600,-20.2000,0.0280,-0.0256,1.0096,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.0976
9808,0.1600,-0.0800,-20.5600,0.0288,-0.0240,0.9920,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.0811
9809,0.1000,0.1400,-20.4200,0.0048,-0.0080,0.9944,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.0647
9810,0.4800,0.1000,-20.8000,-0.0160,0.0328,0.9984,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.0482
9811,0.4400,-0.2400,-20.3400,-0.0120,0.0480,0.9928,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.0317
9812,0.0600,-0.0400,-19.8400,-0.0056,0.0616,1.0024,230.3000,-151.5000,-197.1000,0.1373,0.2692,77.0152
9813,-0.0200,0.1200,-19.5400,-0.0104,0.0896,1.0048,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9987
9814,0.4400,0.0600,-18.6200,-0.0064,0.1320,1.0032,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9823
9815,0.4000,-0.1200,-18.0400,0.0048,0.1208,0.9800,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9713
9816,0.0800,-0.1400,-17.7600,0.0072,0.1160,0.9840,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9548
9817,-0.2400,0.0200,-16.9400,0.0128,0.1232,1.0008,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9438
9818,0.3600,0.0600,-16.4000,0.0048,0.1240,1.0160,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9273
9819,0.8000,0.0800,-15.6000,0.0088,0.1328,1.0048,230.4000,-150.3000,-197.4000,0.1373,0.2692,76.9163
9820,0.7000,0.0600,-15.1600,-0.0048,0.1352,0.9880,230.4000,-150.3000,-197.4000,0.1428,0.2692,76.9054
9821,0.1200,0.0200,-14.7800,-0.0112,0.1272,0.9816,230.4000,-150.3000,-197.4000,0.1428,0.2692,76.8889
9822,0.0600,0.0000,-14.3400,-0.0128,0.1032,0.9760,230.4000,-150.3000,-197.4000,0.1428,0.2692,76.8779
9823,-0.0400,-0.1600,-13.7200,-0.0192,0.0936,0.9976,230.4000,-150.3000,-197.4000,0.1428,0.2692,76.8669
9824,-0.0600,0.0200,-13.4800,-0.0096,0.0680,1.0024,230.4000,-150.3000,-197.4000,0.1428,0.2692,76.8559
9825,-0.1000,0.1400,-13.2000,-0.0072,0.0576,1.0040,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.8449
9826,0.0600,0.1800,-13.0800,-0.0016,0.0368,0.9984,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.8394
9827,0.4000,0.0000,-13.0600,-0.0088,0.0504,0.9872,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.8285
9828,0.3400,-0.1600,-12.9800,-0.0088,0.0696,0.9896,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.8175
9829,0.3200,-0.1200,-12.5400,-0.0168,0.0912,0.9944,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.8065
9830,0.0000,-0.1200,-12.3400,-0.0088,0.0872,0.9920,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.7955
9831,-0.0200,0.1800,-12.0800,-0.0128,0.0656,0.9952,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.7845
9832,0.0000,0.1600,-11.9800,-0.0096,0.0536,1.0040,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.7735
9833,0.2200,-0.2200,-11.6200,-0.0040,0.0576,0.9984,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.7680
9834,0.0200,-0.4400,-11.2400,-0.0096,0.0568,1.0000,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.7570
9835,-0.1000,0.0000,-10.7600,-0.0072,0.0544,0.9960,231.0000,-149.1000,-197.5000,0.1428,0.2692,76.7461
9836,0.0000,-0.0800,-10.1400,-0.0088,0.0424,0.9920,231.3000,-149.6000,-197.3000,0.1428,0.2692,76.7406
9837,-0.1800,-0.0800,-9.8200,-0.0088,0.0232,0.9936,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.7351
9838,-0.1000,0.0200,-9.8000,-0.0064,-0.0040,0.9936,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.7241
9839,-0.0200,0.0000,-9.7400,-0.0032,-0.0032,1.0000,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.7186
9840,0.1400,-0.1200,-9.9200,0.0008,-0.0112,0.9944,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.7076
9841,0.0800,-0.0400,-10.3400,0.0048,-0.0280,0.9920,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.7021
9842,0.1400,0.3000,-10.6600,0.0064,-0.0464,0.9920,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.6911
9843,0.2000,0.1800,-11.0800,-0.0016,-0.0552,1.0000,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.6801
9844,0.4200,-0.1800,-11.9000,-0.0072,-0.0408,1.0032,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.6746
9845,0.6800,0.2000,-12.3400,-0.0240,-0.0152,0.9976,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.6637
9846,0.2200,-0.0400,-12.7800,-0.0136,-0.0392,0.9904,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.6527
9847,0.0800,0.0400,-13.2600,-0.0104,-0.0480,0.9896,231.5000,-150.1000,-197.1000,0.1428,0.2692,76.6417
9848,-0.1800,-0.0600,-13.7000,-0.0104,-0.0456,0.9976,231.6000,-149.3000,-197.3000,0.1428,0.2692,76.6307
9849,0.2000,0.1000,-13.7800,-0.0152,-0.0224,1.0056,231.6000,-148.5000,-197.6000,0.1428,0.2692,76.6197
9850,0.5000,0.1800,-13.8600,-0.0176,0.0024,1.0000,231.6000,-148.5000,-197.6000,0.1428,0.2692,76.6087
9851,0.1000,0.2200,-13.5600,-0.0160,0.0008,0.9896,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5977
9852,0.0800,0.3400,-13.6600,-0.0088,-0.0152,0.9872,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5868
9853,0.1400,0.2000,-13.9800,-0.0104,-0.0336,0.9904,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5758
9854,0.0600,0.2400,-14.2000,-0.0024,-0.0360,0.9992,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5648
9855,0.4200,0.1200,-14.5400,-0.0024,-0.0320,1.0016,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5538
9856,0.5800,0.1000,-14.8000,-0.0040,-0.0064,0.9944,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5373
9857,0.5800,-0.0400,-15.0400,-0.0032,0.0152,0.9896,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5263
9858,0.2400,0.1800,-15.4800,-0.0152,0.0104,0.9896,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5153
9859,0.1000,0.1600,-15.5000,-0.0024,0.0032,0.9936,231.6000,-148.5000,-197.6000,0.1428,0.2747,76.5044
9860,0.4000,0.2000,-15.9200,0.0008,-0.0176,0.9936,232.3000,-148.5000,-197.3000,0.1428,0.2747,76.4879
9861,0.2800,0.2400,-16.4000,0.0016,-0.0488,1.0008,232.3000,-148.5000,-197.3000,0.1428,0.2747,76.4769
9862,0.5400,0.1000,-16.9400,-0.0048,-0.0528,1.0016,232.3000,-148.5000,-197.3000,0.1428,0.2747,76.4604
9863,0.6600,-0.0800,-17.7400,-0.0064,-0.0448,0.9888,232.3000,-148.5000,-197.3000,0.1428,0.2747,76.4494
9864,0.6200,-0.0400,-18.2600,-0.0072,-0.0320,0.9816,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.4329
9865,0.5400,0.0200,-18.9200,-0.0072,-0.0168,0.9800,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.4165
9866,0.1200,0.0800,-19.4400,0.0104,-0.0368,0.9856,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.4000
9867,0.1800,0.2000,-19.8800,0.0056,-0.0248,1.0064,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.3835
9868,0.4800,0.2800,-19.8800,0.0056,-0.0208,1.0104,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.3725
9869,0.5800,0.1600,-19.9400,-0.0080,-0.0296,1.0088,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.3560
9870,0.4800,0.1200,-20.5000,-0.0080,-0.0512,0.9872,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.3396
9871,0.1200,-0.0200,-20.9800,-0.0056,-0.0336,0.9800,232.3000,-148.5000,-197.3000,0.1483,0.2747,76.3176
9872,-0.0400,-0.0200,-21.2800,-0.0040,-0.0368,0.9888,232.6000,-147.6000,-198.1000,0.1483,0.2747,76.3011
9873,0.2800,-0.1200,-21.5200,-0.0064,-0.0240,1.0048,232.6000,-147.6000,-198.1000,0.1483,0.2747,76.2846
9874,0.3800,-0.2000,-21.7000,0.0000,-0.0320,0.9952,232.6000,-147.6000,-198.1000,0.1483,0.2747,76.2681
9875,0.3000,-0.0600,-21.6600,-0.0112,-0.0328,0.9968,232.6000,-147.6000,-198.1000,0.1483,0.2747,76.2517
9876,0.2400,-0.0200,-22.1800,-0.0024,-0.0544,1.0008,232.6000,-147.6000,-198.1000,0.1483,0.2747,76.2297
